Chromosome	Gene name	TSS
12	OR10A7	55221025
12	OR6C74	55247198
12	OR6C69P	55262539
12	OR6C72P	55283750
12	OR6C6	55296569
12	OR6C5P	55311835
12	OR6C1	55314343
12	OR6C1	55320561
12	OR6C3	55330043
12	OR6C3	55330746
12	OR6C3	55331701
12	OR6C7P	55342841
12	OR6C75	55362975
12	OR6C75	55363799
12	OR6C75	55365111
12	OR6C71P	55378797
12	OR6C71P	55377736
12	OR6C66P	55385837
12	OR6C66P	55386595
12	OR6C66P	55388445
12	OR6C73P	55396340
12	OR6C65	55400430
12	PHC1P1	55414787
12	OR6C76	55426254
12	AC122685.1	55479472
12	AC122685.1	55585471
12	AC122685.1	55493179
12	OR6C2	55444069
12	OR6C2	55444076
12	OR6C70	55470138
12	OR6C68	55492378
12	OR6C64P	55522593
12	OR6C4	55549602
12	OR6C4	55551199
12	OR2AP1	55572468
12	OR6U2P	55608043
12	OR6U2P	55611623
12	OR10P1	55636860
12	AC009779.4	55659795
12	OR10AE3P	55646663
12	PSMB3P1	55655168
12	AC009779.5	55662501
12	METTL7B	55681678
12	METTL7B	55681736
12	ITGA7	55707904
12	ITGA7	55696427
12	ITGA7	55707884
12	ITGA7	55712411
12	ITGA7	55707711
12	ITGA7	55688891
12	ITGA7	55696416
12	ITGA7	55698162
12	ITGA7	55716043
12	ITGA7	55700314
12	ITGA7	55712118
12	ITGA7	55712204
12	ITGA7	55712281
12	ITGA7	55712085
12	ITGA7	55716037
12	ITGA7	55712305
12	ITGA7	55716030
12	ITGA7	55712257
12	ITGA7	55707713
12	AC009779.3	55716036
12	AC009779.3	55716078
12	AC009779.3	55716590
12	BLOC1S1	55716037
12	BLOC1S1	55716038
12	BLOC1S1	55716081
12	BLOC1S1	55716292
12	BLOC1S1	55716513
12	BLOC1S1	55716531
12	RDH5	55720367
12	RDH5	55720393
12	RDH5	55720411
12	RDH5	55720413
12	RDH5	55720489
12	RDH5	55721195
12	RDH5	55723367
12	CD63	55727108
12	CD63	55729009
12	CD63	55728650
12	CD63	55726356
12	CD63	55727128
12	CD63	55727059
12	CD63	55727900
12	CD63	55728482
12	CD63	55729707
12	CD63	55729000
12	CD63	55728349
12	CD63	55727815
12	CD63	55725968
12	CD63	55728977
12	CD63	55728647
12	CD63	55729660
12	AC009779.2	55729104
12	Metazoa_SRP	55731531
12	AC009779.1	55732648
12	GDF11	55743122
12	GDF11	55743399
12	SARNP	55817724
12	SARNP	55817722
12	SARNP	55760785
12	SARNP	55817709
12	SARNP	55817720
12	AC023055.1	55827546
12	AC023055.1	55822659
12	AC023055.1	55822676
12	AC023055.1	55822689
12	AC023055.1	55822719
12	AC073487.1	55762628
12	ORMDL2	55818041
12	ORMDL2	55818044
12	ORMDL2	55818330
12	ORMDL2	55818356
12	DNAJC14	55829587
12	DNAJC14	55830781
12	DNAJC14	55829603
12	DNAJC14	55830824
12	DNAJC14	55830558
12	TMEM198B	55829608
12	TMEM198B	55830769
12	TMEM198B	55830828
12	TMEM198B	55830833
12	TMEM198B	55830839
12	TMEM198B	55830841
12	TMEM198B	55830843
12	TMEM198B	55830854
12	TMEM198B	55832159
12	TMEM198B	55832847
12	MMP19	55842936
12	MMP19	55842949
12	MMP19	55840034
12	MMP19	55842966
12	MMP19	55842950
12	MMP19	55842940
12	MMP19	55842960
12	OLA1P3	55872602
12	GSTP1P1	55900300
12	PYM1	55927894
12	PYM1	55927112
12	PYM1	55927111
12	PYM1	55927613
12	PYM1	55932618
12	PYM1	55927756
12	PYM1	55927875
12	DGKA	55927319
12	DGKA	55928255
12	DGKA	55930428
12	DGKA	55931089
12	DGKA	55931162
12	DGKA	55931172
12	DGKA	55931192
12	DGKA	55931215
12	DGKA	55931299
12	DGKA	55931453
12	DGKA	55931472
12	DGKA	55931789
12	DGKA	55932028
12	DGKA	55932051
12	DGKA	55932052
12	DGKA	55932058
12	DGKA	55932063
12	DGKA	55932064
12	DGKA	55932095
12	DGKA	55932108
12	DGKA	55932135
12	DGKA	55932163
12	DGKA	55935336
12	DGKA	55935834
12	DGKA	55936147
12	DGKA	55936448
12	DGKA	55937525
12	DGKA	55937978
12	DGKA	55938259
12	DGKA	55938553
12	DGKA	55938652
12	DGKA	55938690
12	DGKA	55938748
12	DGKA	55938803
12	DGKA	55938938
12	DGKA	55939281
12	DGKA	55939475
12	DGKA	55939487
12	DGKA	55939915
12	DGKA	55940975
12	DGKA	55941285
12	DGKA	55952928
12	DGKA	55953204
12	AC025162.2	55929170
12	PMEL	55966022
12	PMEL	55966662
12	PMEL	55966042
12	PMEL	55966736
12	PMEL	55966025
12	PMEL	55957342
12	PMEL	55958603
12	PMEL	55956539
12	PMEL	55966018
12	PMEL	55966026
12	PMEL	55958677
12	PMEL	55966709
12	PMEL	55966675
12	PMEL	55973317
12	PMEL	55966021
12	CDK2	55966830
12	CDK2	55966781
12	CDK2	55966800
12	CDK2	55966821
12	CDK2	55966831
12	CDK2	55966834
12	CDK2	55967280
12	CDK2	55967321
12	CDK2	55967462
12	CDK2	55971120
12	AC025162.1	55967474
12	RAB5B	55973913
12	RAB5B	55974074
12	RAB5B	55974078
12	RAB5B	55974084
12	RAB5B	55974097
12	RAB5B	55974101
12	RAB5B	55986961
12	RAB5B	55989956
12	RAB5B	55990721
12	AC034102.1	55981035
12	SUOX	55997180
12	SUOX	55997259
12	SUOX	55997276
12	SUOX	55997287
12	SUOX	55997288
12	SUOX	55997289
12	SUOX	55997296
12	SUOX	55997298
12	SUOX	55997318
12	SUOX	55997319
12	SUOX	55997330
12	SUOX	55997615
12	SUOX	56001498
12	SUOX	56001739
12	SUOX	56002214
12	IKZF4	56007659
12	IKZF4	56007669
12	IKZF4	56011136
12	IKZF4	56011558
12	IKZF4	56019320
12	IKZF4	56021043
12	IKZF4	56021048
12	IKZF4	56021316
12	IKZF4	56021346
12	IKZF4	56021803
12	IKZF4	56024740
12	IKZF4	56032280
12	AC034102.8	56010574
12	AC034102.3	56041806
12	RPS26	56041351
12	RPS26	56041893
12	RPS26	56041918
12	RPS26	56042140
12	ERBB3	56076799
12	ERBB3	56076912
12	ERBB3	56079857
12	ERBB3	56080137
12	ERBB3	56080165
12	ERBB3	56080167
12	ERBB3	56080168
12	ERBB3	56080204
12	ERBB3	56080205
12	ERBB3	56083313
12	ERBB3	56083319
12	ERBB3	56086519
12	ERBB3	56087824
12	ERBB3	56088629
12	ERBB3	56093483
12	ERBB3	56093514
12	ERBB3	56093832
12	ERBB3	56094522
12	ERBB3	56095991
12	ERBB3	56097134
12	ERBB3	56098251
12	ERBB3	56099866
12	AC034102.2	56101331
12	PA2G4	56104537
12	PA2G4	56104559
12	PA2G4	56104919
12	PA2G4	56106162
12	PA2G4	56106693
12	PA2G4	56109869
12	PA2G4	56110565
12	AC034102.4	56113905
12	RPL41	56116590
12	RPL41	56116632
12	RPL41	56116633
12	RPL41	56116768
12	RPL41	56116781
12	ESYT1	56118250
12	ESYT1	56128267
12	ESYT1	56130333
12	ESYT1	56130855
12	ESYT1	56137342
12	ESYT1	56138026
12	ESYT1	56138516
12	ESYT1	56138930
12	ESYT1	56143483
12	ZC3H10	56118260
12	ZC3H10	56118262
12	ZC3H10	56118266
12	ZC3H10	56118321
12	ZC3H10	56118407
12	AC034102.7	56119939
12	AC034102.6	56129619
12	AC034102.6	56128854
12	AC034102.5	56158220
12	MYL6B	56152256
12	MYL6B	56152439
12	MYL6B	56152590
12	MYL6B	56152607
12	MYL6B	56153872
12	MYL6B	56153893
12	MYL6B	56156937
12	MYL6B	56157357
12	MYL6B	56157450
12	MYL6B	56157615
12	MYL6	56158346
12	MYL6	56158349
12	MYL6	56158356
12	MYL6	56158357
12	MYL6	56158358
12	MYL6	56158359
12	MYL6	56158362
12	MYL6	56158364
12	MYL6	56158368
12	MYL6	56158369
12	MYL6	56158371
12	MYL6	56158373
12	MYL6	56158382
12	MYL6	56158396
12	MYL6	56160036
12	MYL6	56161781
12	SMARCC2	56189483
12	SMARCC2	56189567
12	SMARCC2	56189548
12	SMARCC2	56189473
12	SMARCC2	56174713
12	SMARCC2	56181126
12	SMARCC2	56174732
12	SMARCC2	56178631
12	SMARCC2	56184248
12	SMARCC2	56189391
12	SMARCC2	56189543
12	SMARCC2	56185223
12	SMARCC2	56189520
12	AC073896.4	56190284
12	RNF41	56221922
12	RNF41	56221701
12	RNF41	56221866
12	RNF41	56221909
12	RNF41	56221933
12	RNF41	56208544
12	RNF41	56221843
12	RNF41	56216606
12	RNF41	56221860
12	RNF41	56214018
12	NABP2	56222015
12	NABP2	56224342
12	NABP2	56224357
12	NABP2	56224359
12	NABP2	56224401
12	SLC39A5	56230049
12	SLC39A5	56230051
12	SLC39A5	56230056
12	SLC39A5	56230063
12	SLC39A5	56230067
12	SLC39A5	56230083
12	SLC39A5	56230652
12	SLC39A5	56230762
12	SLC39A5	56236660
12	SLC39A5	56236704
12	ANKRD52	56244727
12	ANKRD52	56258384
12	ANKRD52	56257675
12	ANKRD52	56255084
12	ANKRD52	56257068
12	ANKRD52	56257496
12	ANKRD52	56258370
12	ANKRD52	56257514
12	COQ10A	56266890
12	COQ10A	56266891
12	COQ10A	56266942
12	COQ10A	56267283
12	COQ10A	56267285
12	COQ10A	56267329
12	COQ10A	56267682
12	COQ10A	56267800
12	COQ10A	56268117
12	COQ10A	56269536
12	AC073896.5	56270104
12	CS	56300318
12	CS	56300330
12	CS	56300391
12	CS	56274815
12	CS	56286091
12	CS	56286008
12	CS	56275941
12	CS	56300376
12	CS	56282510
12	CS	56300333
12	CS	56300315
12	CS	56300006
12	CS	56300341
12	CS	56300023
12	CS	56283821
12	CS	56283858
12	CS	56300308
12	CS	56299974
12	CS	56300316
12	CS	56300379
12	CS	56300334
12	CS	56300317
12	CS	56291758
12	CS	56300336
12	CS	56300283
12	AC073896.1	56315943
12	AC073896.1	56316044
12	AC073896.1	56316059
12	AC073896.2	56300076
12	AC073896.2	56300113
12	AC073896.2	56300712
12	AC073896.3	56308868
12	CNPY2	56311312
12	CNPY2	56315988
12	CNPY2	56311929
12	CNPY2	56314968
12	CNPY2	56316050
12	CNPY2	56315930
12	CNPY2	56316119
12	CNPY2	56315206
12	CNPY2	56315750
12	CNPY2	56316047
12	CNPY2	56316000
12	CNPY2	56315897
12	PAN2	56334053
12	PAN2	56333663
12	PAN2	56334006
12	PAN2	56324187
12	PAN2	56333693
12	PAN2	56333743
12	PAN2	56318574
12	PAN2	56319489
12	PAN2	56322519
12	PAN2	56322636
12	PAN2	56323906
12	PAN2	56333937
12	PAN2	56324394
12	PAN2	56324401
12	PAN2	56326453
12	PAN2	56326415
12	PAN2	56333976
12	PAN2	56332881
12	PAN2	56333981
12	IL23A	56334174
12	IL23A	56334208
12	IL23A	56338884
12	STAT2	56349775
12	STAT2	56360107
12	STAT2	56360106
12	STAT2	56360131
12	STAT2	56360100
12	STAT2	56360134
12	STAT2	56360161
12	STAT2	56360167
12	STAT2	56360096
12	STAT2	56360142
12	STAT2	56360117
12	STAT2	56360165
12	STAT2	56356219
12	STAT2	56360110
12	STAT2	56349473
12	STAT2	56360126
12	STAT2	56346868
12	STAT2	56348912
12	STAT2	56354507
12	STAT2	56351181
12	STAT2	56354872
12	STAT2	56360155
12	RNU7-40P	56352450
12	APOF	56362857
12	APONP	56377331
12	AC025574.1	56382711
12	AC024884.2	56413190
12	AC024884.1	56414045
12	TIMELESS	56449426
12	TIMELESS	56449403
12	TIMELESS	56424789
12	TIMELESS	56421090
12	TIMELESS	56422221
12	MIP	56454657
12	MIP	56469153
12	MIP	56469002
12	MIP	56469166
12	AC097104.1	56488170
12	SPRYD4	56468578
12	GLS2	56472472
12	GLS2	56488129
12	GLS2	56488152
12	GLS2	56488161
12	GLS2	56488397
12	GLS2	56476993
12	GLS2	56477700
12	GLS2	56488249
12	GLS2	56488368
12	GLS2	56488132
12	GLS2	56488359
12	GLS2	56488414
12	GLS2	56488362
12	GLS2	56487599
12	GLS2	56480458
12	HSPD1P4	56511002
12	RBMS2	56521820
12	RBMS2	56521958
12	RBMS2	56521989
12	RBMS2	56521990
12	RBMS2	56521995
12	RBMS2	56521999
12	RBMS2	56571698
12	RBMS2	56562414
12	RNU6-343P	56588518
12	BAZ2A	56636366
12	BAZ2A	56636379
12	BAZ2A	56603552
12	BAZ2A	56630326
12	BAZ2A	56601529
12	BAZ2A	56601627
12	BAZ2A	56605867
12	BAZ2A	56609795
12	BAZ2A	56606412
12	BAZ2A	56610479
12	BAZ2A	56613098
12	BAZ2A	56611854
12	BAZ2A	56614306
12	BAZ2A	56630308
12	BAZ2A	56630297
12	BAZ2A	56636318
12	BAZ2A	56636816
12	ATP5F1B	56645279
12	ATP5F1B	56645984
12	ATP5F1B	56639418
12	ATP5F1B	56643933
12	ATP5F1B	56645967
12	ATP5F1B	56643178
12	ATP5F1B	56645955
12	ATP5F1B	56643573
12	ATP5F1B	56645928
12	SNORD59A	56645101
12	PTGES3	56687997
12	PTGES3	56688408
12	PTGES3	56688284
12	PTGES3	56688287
12	PTGES3	56688162
12	PTGES3	56688375
12	RN7SL809P	56670746
12	NACA	56725271
12	NACA	56725267
12	NACA	56725269
12	NACA	56725309
12	NACA	56725335
12	NACA	56725289
12	NACA	56725299
12	NACA	56725286
12	NACA	56727197
12	NACA	56715497
12	NACA	56725256
12	NACA	56716061
12	NACA	56725516
12	NACA	56725298
12	NACA	56713396
12	NACA	56724919
12	NACA	56725304
12	NACA	56725036
12	NACA	56731628
12	NACA	56725301
12	NACA	56725295
12	NACA	56714757
12	NACA	56725270
12	AC117378.1	56741535
12	PRIM1	56752374
12	PRIM1	56752323
12	PRIM1	56752373
12	PRIM1	56743098
12	PRIM1	56752313
12	PRIM1	56752269
12	PRIM1	56752339
12	PRIM1	56751815
12	HSD17B6	56752161
12	HSD17B6	56752449
12	HSD17B6	56752453
12	HSD17B6	56752457
12	HSD17B6	56752487
12	HSD17B6	56763324
12	HSD17B6	56784939
12	HSD17B6	56785929
12	AC121758.2	56822985
12	AC121758.2	56871710
12	AC121758.4	56841273
12	AC121758.3	56855694
12	AC121758.1	56861375
12	SDR9C7	56934408
12	AC026120.2	56941482
12	RDH16	56957608
12	RDH16	56959374
12	AC026120.1	56985960
12	AC026120.3	56987734
12	GPR182	56994492
12	GPR182	56996259
12	GPR182	56996961
12	ZBTB39	57006546
12	TAC3	57016529
12	TAC3	57016538
12	TAC3	57016520
12	TAC3	57028883
12	MYO1A	57050129
12	MYO1A	57050765
12	MYO1A	57047830
12	MYO1A	57031086
12	MYO1A	57031087
12	MYO1A	57039440
12	MYO1A	57050827
12	MYO1A	57051175
12	MYO1A	57051198
12	NEMP1	57078763
12	NEMP1	57078791
12	NEMP1	57088063
12	NAB2	57089043
12	NAB2	57089094
12	NAB2	57089114
12	NAB2	57089147
12	NAB2	57092149
12	STAT6	57111362
12	STAT6	57111340
12	STAT6	57111433
12	STAT6	57102447
12	STAT6	57111346
12	STAT6	57097290
12	STAT6	57110306
12	STAT6	57129100
12	STAT6	57111359
12	STAT6	57111374
12	STAT6	57099794
12	STAT6	57099104
12	STAT6	57102990
12	STAT6	57105317
12	STAT6	57108283
12	STAT6	57110543
12	STAT6	57111231
12	STAT6	57132139
12	STAT6	57111192
12	STAT6	57110289
12	STAT6	57110340
12	STAT6	57111413
12	LRP1	57128493
12	LRP1	57128483
12	LRP1	57128716
12	LRP1	57128909
12	LRP1	57164428
12	LRP1	57167445
12	LRP1	57187369
12	LRP1	57200274
12	LRP1	57201108
12	LRP1	57202820
12	LRP1	57203243
12	LRP1	57203618
12	LRP1-AS	57147619
12	LRP1-AS	57147529
12	MIR1228	57194504
12	NXPH4	57216794
12	NXPH4	57216829
12	NXPH4	57219869
12	AC137834.2	57230198
12	SHMT2	57229711
12	SHMT2	57229573
12	SHMT2	57229661
12	SHMT2	57229684
12	SHMT2	57229715
12	SHMT2	57229723
12	SHMT2	57229724
12	SHMT2	57229740
12	SHMT2	57229749
12	SHMT2	57229759
12	SHMT2	57230086
12	SHMT2	57230103
12	SHMT2	57230115
12	SHMT2	57230167
12	SHMT2	57230171
12	SHMT2	57230275
12	SHMT2	57230280
12	SHMT2	57230328
12	SHMT2	57230354
12	SHMT2	57230360
12	SHMT2	57230368
12	SHMT2	57230384
12	SHMT2	57230394
12	SHMT2	57230701
12	SHMT2	57230703
12	SHMT2	57231162
12	SHMT2	57231448
12	SHMT2	57232461
12	SHMT2	57233634
12	NDUFA4L2	57237338
12	NDUFA4L2	57237100
12	NDUFA4L2	57237092
12	NDUFA4L2	57237085
12	NDUFA4L2	57240703
12	NDUFA4L2	57240715
12	NDUFA4L2	57240692
12	STAC3	57251184
12	STAC3	57251187
12	STAC3	57251186
12	STAC3	57251185
12	STAC3	57248364
12	STAC3	57251188
12	AC137834.1	57296484
12	R3HDM2	57297033
12	R3HDM2	57431005
12	R3HDM2	57430808
12	R3HDM2	57295479
12	R3HDM2	57341482
12	R3HDM2	57268457
12	R3HDM2	57268577
12	R3HDM2	57299436
12	R3HDM2	57295594
12	R3HDM2	57303180
12	R3HDM2	57310451
12	R3HDM2	57430790
12	R3HDM2	57310463
12	RNU6-879P	57415296
12	AC126614.1	57431116
12	INHBC	57434784
12	INHBE	57452323
12	INHBE	57454703
12	INHBE	57455307
12	INHBE	57455972
12	AC022506.2	57462818
12	GLI1	57459785
12	GLI1	57460135
12	GLI1	57460151
12	GLI1	57460491
12	GLI1	57460513
12	GLI1	57463692
12	GLI1	57465375
12	ARHGAP9	57476641
12	ARHGAP9	57479632
12	ARHGAP9	57488814
12	ARHGAP9	57474934
12	ARHGAP9	57477851
12	ARHGAP9	57488726
12	ARHGAP9	57479866
12	ARHGAP9	57478198
12	ARHGAP9	57475411
12	ARHGAP9	57475363
12	ARHGAP9	57475140
12	ARHGAP9	57478059
12	ARHGAP9	57478337
12	ARHGAP9	57477856
12	ARHGAP9	57476337
12	ARHGAP9	57477873
12	ARHGAP9	57479846
12	ARHGAP9	57478036
12	ARHGAP9	57477784
12	ARHGAP9	57478610
12	ARHGAP9	57477816
12	ARHGAP9	57477867
12	ARHGAP9	57478150
12	MARS1	57475445
12	MARS1	57487294
12	MARS1	57488024
12	MARS1	57488056
12	MARS1	57488062
12	MARS1	57488066
12	MARS1	57488068
12	MARS1	57488085
12	MARS1	57488091
12	MARS1	57488212
12	MARS1	57488686
12	MARS1	57489530
12	MARS1	57500114
12	MARS1	57500358
12	MARS1	57503986
12	MARS1	57511586
12	MARS1	57511769
12	MARS1	57511797
12	MARS1	57512491
12	MARS1	57512930
12	MARS1	57514822
12	MARS1	57515150
12	MARS1	57515181
12	MARS1	57515183
12	MIR6758	57512688
12	DDIT3	57520492
12	DDIT3	57521737
12	DDIT3	57520517
12	DDIT3	57520511
12	AC022506.1	57520480
12	MIR616	57519259
12	MBD6	57520710
12	MBD6	57520965
12	MBD6	57521048
12	MBD6	57521680
12	MBD6	57522824
12	MBD6	57522840
12	MBD6	57522842
12	MBD6	57523063
12	MBD6	57524029
12	MBD6	57524319
12	MBD6	57526643
12	MBD6	57527502
12	MBD6	57527912
12	MBD6	57529002
12	DCTN2	57535546
12	DCTN2	57537343
12	DCTN2	57539771
12	DCTN2	57547192
12	DCTN2	57533752
12	DCTN2	57547177
12	DCTN2	57537346
12	DCTN2	57547222
12	DCTN2	57534046
12	DCTN2	57546691
12	DCTN2	57547224
12	DCTN2	57547141
12	DCTN2	57547152
12	DCTN2	57547120
12	DCTN2	57535070
12	DCTN2	57547079
12	DCTN2	57535845
12	DCTN2	57547121
12	DCTN2	57534402
12	DCTN2	57534530
12	DCTN2	57547185
12	DCTN2	57538552
12	DCTN2	57547188
12	DCTN2	57538566
12	DCTN2	57536083
12	DCTN2	57547206
12	DCTN2	57547193
12	DCTN2	57547174
12	KIF5A	57546026
12	KIF5A	57550027
12	KIF5A	57550044
12	KIF5A	57550105
12	KIF5A	57569291
12	KIF5A	57569580
12	KIF5A	57571321
12	KIF5A	57571769
12	KIF5A	57572061
12	KIF5A	57572141
12	KIF5A	57572580
12	KIF5A	57575084
12	KIF5A	57576793
12	KIF5A	57578238
12	KIF5A	57580956
12	KIF5A	57581014
12	KIF5A	57581678
12	KIF5A	57581870
12	KIF5A	57581936
12	KIF5A	57582602
12	KIF5A	57583101
12	PIP4K2C	57591174
12	PIP4K2C	57591192
12	PIP4K2C	57591203
12	PIP4K2C	57591222
12	PIP4K2C	57591243
12	PIP4K2C	57591246
12	PIP4K2C	57591266
12	PIP4K2C	57599090
12	DTX3	57604622
12	DTX3	57604623
12	DTX3	57604639
12	DTX3	57604824
12	DTX3	57604834
12	DTX3	57605007
12	DTX3	57607500
12	ARHGEF25	57610180
12	ARHGEF25	57611435
12	ARHGEF25	57611913
12	ARHGEF25	57613994
12	ARHGEF25	57614437
12	ARHGEF25	57614493
12	ARHGEF25	57614573
12	AC025165.1	57618065
12	AC025165.1	57618171
12	AC025165.1	57619638
12	AC025165.1	57616305
12	AC025165.6	57615280
12	AC025165.6	57616383
12	SLC26A10	57619527
12	SLC26A10	57619536
12	SLC26A10	57619910
12	SLC26A10	57620349
12	SLC26A10	57620903
12	SLC26A10	57621047
12	SLC26A10	57623686
12	SLC26A10	57624266
12	SLC26A10	57624514
12	SLC26A10	57624896
12	B4GALNT1	57633201
12	B4GALNT1	57633151
12	B4GALNT1	57629365
12	B4GALNT1	57632647
12	B4GALNT1	57632655
12	B4GALNT1	57628729
12	B4GALNT1	57631087
12	B4GALNT1	57633239
12	B4GALNT1	57633202
12	B4GALNT1	57632668
12	B4GALNT1	57632649
12	B4GALNT1	57632943
12	B4GALNT1	57632680
12	B4GALNT1	57632679
12	B4GALNT1	57633205
12	RPL13AP23	57674665
12	OS9	57693955
12	OS9	57694023
12	OS9	57694132
12	OS9	57694137
12	OS9	57694139
12	OS9	57694143
12	OS9	57694145
12	OS9	57694146
12	OS9	57694147
12	OS9	57694154
12	OS9	57694160
12	OS9	57695496
12	OS9	57715706
12	OS9	57715977
12	OS9	57716333
12	OS9	57720211
12	AC025165.2	57721510
12	AGAP2	57742157
12	AGAP2	57737836
12	AGAP2	57738246
12	AGAP2	57731829
12	AGAP2-AS1	57726271
12	TSPAN31	57738013
12	TSPAN31	57739736
12	TSPAN31	57739866
12	TSPAN31	57745023
12	TSPAN31	57745039
12	TSPAN31	57745050
12	TSPAN31	57745058
12	TSPAN31	57745066
12	TSPAN31	57745069
12	TSPAN31	57745382
12	TSPAN31	57745457
12	TSPAN31	57746667
12	CDK4	57752310
12	CDK4	57752447
12	CDK4	57749795
12	CDK4	57752353
12	CDK4	57752326
12	CDK4	57752322
12	CDK4	57752333
12	CDK4	57752276
12	CDK4	57752295
12	CDK4	57752349
12	CDK4	57751877
12	CDK4	57752364
12	CDK4	57756013
12	CDK4	57752115
12	MIR6759	57748682
12	MARCHF9	57755103
12	MARCHF9	57755728
12	MARCHF9	57757487
12	CYP27B1	57767078
12	CYP27B1	57767095
12	CYP27B1	57765685
12	CYP27B1	57768986
12	CYP27B1	57766511
12	CYP27B1	57766456
12	METTL1	57772105
12	METTL1	57772119
12	METTL1	57769655
12	METTL1	57769865
12	METTL1	57772076
12	METTL1	57772116
12	METTL1	57772114
12	METTL1	57772101
12	EEF1AKMT3	57771492
12	EEF1AKMT3	57772200
12	EEF1AKMT3	57772614
12	EEF1AKMT3	57772656
12	EEF1AKMT3	57772678
12	AC025165.3	57772660
12	AC025165.3	57773028
12	AC025165.3	57773052
12	AC025165.3	57773053
12	TSFM	57782761
12	TSFM	57782776
12	TSFM	57782781
12	TSFM	57782787
12	TSFM	57782790
12	TSFM	57782799
12	TSFM	57782803
12	TSFM	57782818
12	TSFM	57782881
12	AVIL	57800653
12	AVIL	57816058
12	AVIL	57801417
12	AVIL	57816471
12	AVIL	57808692
12	AVIL	57806489
12	AVIL	57809179
12	AVIL	57807641
12	AVIL	57814226
12	AVIL	57818704
12	AC025165.5	57803838
12	RNU6-1083P	57806260
12	AC025165.4	57814494
12	CTDSP2	57846729
12	CTDSP2	57846704
12	CTDSP2	57824543
12	CTDSP2	57826402
12	CTDSP2	57845534
12	CTDSP2	57846544
12	CTDSP2	57829550
12	CTDSP2	57827407
12	MIR26A2	57824692
12	AC083805.2	57837092
12	AC083805.1	57872870
12	AC083805.1	57896482
12	AC083805.1	57893952
12	AC083805.1	57893847
12	AC083805.1	57893880
12	AC083805.1	57894919
12	AC083805.1	57894014
12	AC083805.1	57894167
12	AC083805.1	57886683
12	AC083805.1	57894914
12	AC083805.3	57894232
12	ATP23	57906039
12	ATP23	57941541
12	ATP23	57941567
12	ATP23	57941796
12	ATP23	57949741
12	GIHCG	57936166
12	GIHCG	57936079
12	GIHCG	57936059
12	GIHCG	57936345
12	GIHCG	57936063
12	GIHCG	57936180
12	GIHCG	57936122
12	GIHCG	57936175
12	GIHCG	57936119
12	GIHCG	57936202
12	GIHCG	57936155
12	GIHCG	57936141
12	AC084033.1	57967058
12	RN7SKP65	57978277
12	AC084033.2	57984761
12	LINC02403	58087892
12	AC090643.1	58098013
12	AC090643.2	58103907
12	RPL21P103	58244378
12	AC025578.1	58394596
12	AC020637.1	58544124
12	AC020637.1	58591702
12	AC020637.1	58800372
12	AC020637.1	58800661
12	LINC02388	58781719
12	LINC02388	58781716
12	LINC02388	58781747
12	LINC02388	58781709
12	LINC02388	58569264
12	LRIG3	58920504
12	LRIG3	58919546
12	LRIG3	58920434
12	LRIG3	58874572
12	LRIG3	58877494
12	LRIG3	58882886
12	LRIG3	58887035
12	LRIG3	58914583
12	LRIG3	58920156
12	AC068305.2	58920639
12	RPS6P22	59020169
12	AC068305.1	59054184
12	AC046129.1	59129511
12	AC108721.2	59322765
12	AC108721.1	59411171
12	RNU6-279P	59369151
12	RNU6-871P	59450772
12	LINC02448	59524184
12	RNU4-20P	59586943
12	SLC16A7	59596067
12	SLC16A7	59596029
12	SLC16A7	59596162
12	SLC16A7	59597059
12	SLC16A7	59664677
12	SLC16A7	59689337
12	SLC16A7	59689345
12	SLC16A7	59689348
12	SLC16A7	59689353
12	SLC16A7	59689362
12	SLC16A7	59689370
12	SLC16A7	59689371
12	SLC16A7	59769059
12	AC079905.2	59719944
12	AC079905.1	59812102
12	AC080011.1	60092864
12	AC087883.2	60269686
12	AC087883.1	60215994
12	Y_RNA	60341941
12	AC090022.1	60363822
12	AC090022.2	60418983
12	AC090017.1	61232937
12	DUX4L52	61600843
12	AC090629.1	61702771
12	TAFA2	62192842
12	TAFA2	62258823
12	TAFA2	61827233
12	TAFA2	62260144
12	TAFA2	62191436
12	TAFA2	62260170
12	TAFA2	62104928
12	TAFA2	62136036
12	TAFA2	62259754
12	TAFA2	62258955
12	TAFA2	62260113
12	TAFA2	62260137
12	TAFA2	62259728
12	TAFA2	62259039
12	TAFA2	62260141
12	TAFA2	62279150
12	RPL21P104	61775923
12	KRT8P19	61879318
12	RPS3P6	62022174
12	AC078789.1	62145643
12	KLF17P1	62235515
12	USP15	62260338
12	USP15	62260356
12	USP15	62260404
12	USP15	62260364
12	USP15	62260397
12	USP15	62260399
12	USP15	62260407
12	USP15	62260408
12	USP15	62260428
12	USP15	62278628
12	USP15	62305595
12	USP15	62321461
12	USP15	62355011
12	USP15	62355428
12	USP15	62392362
12	USP15	62393075
12	USP15	62396284
12	USP15	62401158
12	MIR6125	62260359
12	RNU6-595P	62334197
12	Metazoa_SRP	62393880
12	MON2	62466817
12	MON2	62466826
12	MON2	62466822
12	MON2	62466844
12	MON2	62466848
12	MON2	62466849
12	MON2	62467062
12	MON2	62559910
12	MON2	62564973
12	MON2	62565952
12	MON2	62578454
12	MON2	62587852
12	AC079035.1	62484932
12	RNU6-399P	62545679
12	LINC01465	62603690
12	AC048341.1	62602752
12	MIRLET7I	62603686
